"","zip","X1br_rent","X2br_rent","X3br_rent","studio_rent","all_rent","X1br_availability","X2br_availability","X3br_availability","studio_availability","population","population_density","median_household_income","mean_household_income","land_area","water_area","white","black","asian","hispanic","male_population","median_age","missing_X1br_rent","missing_X2br_rent","missing_X3br_rent","missing_studio_rent","missing_all_rent","missing_median_household_income","missing_mean_household_income","missing_black","missing_asian"
"322",95465,2551.79044900613,2651.9199166051,3324.01706015592,1769.61645957595,2794.46275798675,1,1,0,0,2083,49.3000000000002,74429,100122,41.71,0.56,90.3,0.4,1.4,6.7,51.1,50,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"323",95467,1546.10598484676,1740.37448809207,3070.46882959648,1308.25605292243,1965.03744667638,0,1,0,0,5498,551.5,63958,76403,9.81,0.15,86.6,1.2,1.4,13,49.3,41.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"324",95471,1303.8984306449,1600,2034.50804171143,1146.45227927836,1600,0,3,0,0,522,362,41923,44377,1.44,0,84.9,0.8,1.3,10.9,53.5,47.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"325",95472,1295,1550,3300,653.894077001351,1490,17,14,5,0,28255,408.4,70305,89449,69.14,0.04,89.9,0.8,1.7,10.2,48.2,48.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"326",95476,1300,2000,2700,899.664812093495,2000,23,30,19,0,35394,313.8,58012,94132,111.99,0.82,80.4,0.5,2.1,28.2,48.1,44.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"327",95492,1702.14366943939,1650,2400,941.285912523751,2350,0,5,11,0,28532,1498.2,79017,92382,19.03,0.02,74,0.8,2.9,31.6,49.4,37.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"328",95497,1764.56209100645,2681.14338453745,3441.50311375993,1504.70639978301,2638.18551959864,0,0,0,0,1305,80.3999999999996,57400,87165,16.16,0.09,93.5,1.2,0.800000000000001,9,47.8,63.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"329",95606,1494.61043900943,1985.85714491021,3411.88113240824,1515.8278621656,2343.89364425491,0,0,0,0,196,5.39999999999964,175833,136648,36.32,0,69.4,1,1.5,16.8,52.6,40.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"330",95607,1179.92037069001,1682.85044032098,1183.05623686866,1192.8064760325,1492.750823661,0,0,0,0,431,3.19999999999982,105433,84018,134.25,0.25,78,1.2,1.6,16.9,51.7,49.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"331",95612,1328.25074630804,2170.50468405083,1866.9012664166,1597.59326035443,1863.68395492856,0,0,0,0,1239,21.3000000000002,54167,66637,55.48,2.77,75.8,0.2,3.9,35.8,50.9,44,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"332",95615,1952.69291262629,2199.08495746874,2847.38742725914,1353.13234027518,2557.07764875334,0,0,1,0,833.999999999996,34.6999999999998,60694,75121,23.24,0.83,67.6,0.0999999999999996,2.3,54.3,53,37.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"333",95616,1100,1360,2040,1615.76655888895,1255,13,17,5,2,47032,1705.2,47946,78428,27.56,0.02,63.1,2.2,23.5,12,46.6,23.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"334",95618,1095,1257,1496.72262055845,1322.69414707996,1225,3,6,1,0,27281,778.800000000001,82490,107864,34.93,0.1,64.8,2.4,21.8,13.3,48.7,28.4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"335",95620,1050.22229114361,530.690530922198,561.321069976827,265.608866763543,1153,0,1,2,1,20553,84.3000000000002,71043,80236,240.76,2.91,70.9,2.8,3.5,41.5,49.8,33.6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"336",95625,2356.41746851811,1163.96786966638,1061.18247872853,2217.08516638151,1797.37525061889,0,0,0,0,155,134.2,73702,66093,1.15,0,81.9,3.08582873761181,1.3,18.1,55.5,41.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"337",95637,1040.84915611402,1005.82187658849,2119.5424520658,888.780541490242,1258.57979046638,0,0,0,0,370,17.5,78029,82147,21.09,0,74.1,9.7,0.300000000000001,20,50,52.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"338",95641,1235.80661696821,235.148075977233,968.737606807954,-81.4266125232605,875,1,1,0,1,1986,42.1999999999998,35417,48280,44.62,2.48,74.8,1.3,3.7,29.8,53.1,50,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"339",95679,4037.32377677327,2671.71963037602,3608.26626041104,2579.71644566265,2711.41268671825,0,0,0,0,55,1.19999999999982,101656.486089073,236215.185243651,45.9,0.27,94.6,-7.89473779567203,1.8,10.9,50.9,47.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"340",95680,3369.0266549265,2030.06805175106,2428.61599803516,2208.50591548527,2694.05163801311,0,0,0,0,146,70.6999999999998,38884.5199130844,122791.161844093,2.01,0.05,60.3,-1.81884911900305,2.1,55.5,52.7,33.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"341",95687,1279,1517,1680,1178,1505,25,46,10,3,65096,1487.6,72555,84775,43.52,0.24,64.4,12.6,6.4,21.5,54.6,37.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"342",95688,1350,1300,1660,1026.55851404995,1474,5,7,8,0,34379,422,80727,99957,81.19,0.29,72.8,4.4,4.9,24.5,49.4,37.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"343",95690,1709.23757332202,2046.59546113979,2424.27412443307,1423.58493498138,2037.88448589154,0,0,0,0,2533,42.1000000000004,64681,91912,57.28,2.93,63.8,1.2,5.2,50.7,53.4,39,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"344",95694,1447.54965954588,2091.10973713857,2453.31164450378,1310.37022930447,2054.41505698347,0,0,0,0,9156,61.1999999999998,64815,82610,149.21,0.37,70.8,0.8,1.1,49.1,50.8,37.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
